name1	name2	siteStart1	siteEnd1	siteStart2	siteEnd2	siteLen	siteCmpl	siteScore	regStart1	regLen1	regStart2	regLen2	regGC	deltaG	Pvalue	Padj
4821	ENSMUST00000184554.7	chr1_202144587_202144886_-@ARL8A_ENSMUST00000027684.10:Arl8a	132	145	328	341	14	0.71429	37	118	42	314	42	0.83333	-8.29	4.09e-05	0.000319
4822	ENSMUST00000184554.7	chr19_12722318_12722457_-@TNPO2_ENSMUST00000211601.1:Tnpo2	18	29	260	271	12	0.83333	38	6	36	248	36	0.73611	-8.29	0.00708	0.0141
4823	ENSMUST00000184554.7	chr12_120687031_120687304_+@MLEC_ENSMUST00000112121.5:Mlec	183	195	875	887	13	0.92308	40	170	39	862	39	0.78205	-8.29	0.000582	0.00211
4824	ENSMUST00000184554.7	chr6_110179503_110179802_-@WASF1_ENSMUST00000105509.1:Wasf1	117	129	10	22	13	0.69231	40	104	39	1	35	0.81081	-8.29	2.03e-05	0.000195
4825	ENSMUST00000184554.7	chrX_20266732_20266955_-@RPS6KA3_ENSMUST00000112492.7:Rps6ka3	96	113	80	97	18	0.66667	45	78	54	62	54	0.77778	-8.29	3.71e-05	0.000302
4826	ENSMUST00000184554.7	chr20_325402_325701_+@SOX12_ENSMUST00000063332.8:Sox12	52	69	54	71	18	0.77778	46	34	54	36	54	0.86111	-8.29	3.59e-06	5.84e-05
4827	ENSMUST00000184554.7	chr1_89994960_89995259_+@ZNF326_ENSMUST00000138615.7:Zfp326	88	106	510	528	19	0.63158	39	69	57	491	57	0.72807	-8.28	1.73e-05	0.000171
4828	ENSMUST00000184554.7	chr1_42335082_42335381_-@FOXJ3_ENSMUST00000137560.7:Foxj3	31	44	152	165	14	0.78571	40	17	42	138	42	0.88095	-8.28	2.77e-05	0.000246
4829	ENSMUST00000184554.7	chr9_124869044_124869343_+@ARPC5L_ENSMUST00000090993.7:Arpc5l	32	46	539	553	15	0.66667	43	17	45	524	45	0.72222	-8.27	0.00161	0.00443
4830	ENSMUST00000184554.7	chr5_95961696_95961995_-@ELL2_ENSMUST00000221432.1:Ell2	644	661	597	614	18	0.66667	38	626	54	579	54	0.48148	-8.27	0.000209	0.00103
4831	ENSMUST00000184554.7	chr13_48233217_48233376_+@ITM2B_ENSMUST00000228637.1:Itm2b	173	195	601	623	23	0.65217	43	150	69	578	69	0.63043	-8.27	1.04e-05	0.000125
4832	ENSMUST00000184554.7	chr16_46884348_46884533_+@GPT2_ENSMUST00000143659.1:Gpt2	189	208	16	35	20	0.7	37	169	60	1	55	0.63478	-8.27	0.00551	0.0116
4833	ENSMUST00000184554.7	chr14_22871590_22871778_+@LRP10_ENSMUST00000022782.9:Lrp10	36	47	562	573	12	0.83333	40	24	36	550	36	0.83333	-8.27	1.75e-05	0.000171
4834	ENSMUST00000184554.7	chr10_14604251_14604550_-@FAM107B_ENSMUST00000115053.8:Fam107b	125	137	209	221	13	0.84615	39	112	39	196	39	0.80769	-8.27	0.0037	0.00849
4835	ENSMUST00000184554.7	chr15_40440803_40441046_+@BAHD1_ENSMUST00000036578.6:Bahd1	714	733	938	957	20	0.6	37	694	60	918	60	0.50833	-8.26	1.02e-07	5.34e-06
4836	ENSMUST00000184554.7	chr10_23095429_23095728_+@MSRB2_ENSMUST00000153289.1:Msrb2	126	137	1	12	12	0.75	37	114	36	1	24	0.78333	-8.26	0.00536	0.0114
4837	ENSMUST00000184554.7	chr1_38859587_38859886_-@RRAGC_ENSMUST00000155757.7:Rragc	57	72	181	196	16	0.8125	46	41	48	165	48	0.86458	-8.26	0.00244	0.00608
4838	ENSMUST00000184554.7	chr17_79839290_79839589_-@CBX4_ENSMUST00000026665.7:Cbx4	30	48	901	919	19	0.78947	36	11	57	882	57	0.83333	-8.26	9.59e-09	1.12e-06
4839	ENSMUST00000184554.7	chr19_7925974_7926273_-@CTXN1_ENSMUST00000053252.8:Ctxn1	73	102	958	988	31	0.74194	47	42	92	927	74	0.8012	-8.26	0.00249	0.00617
4840	ENSMUST00000184554.7	chr12_71754723_71755022_+@RAB21_ENSMUST00000020343.8:Rab21	32	48	823	839	17	0.76471	42	15	51	806	51	0.84314	-8.25	5.81e-06	8.4e-05
4841	ENSMUST00000184554.7	chr19_49876496_49876795_-@AKT1S1_ENSMUST00000208384.1:Akt1s1	99	111	97	109	13	0.84615	37	86	39	84	39	0.71795	-8.25	0.00115	0.00351
4842	ENSMUST00000184554.7	chr12_108731368_108731667_-@CORO1C_ENSMUST00000171630.1:Coro1c	78	89	853	864	12	0.75	39	66	36	841	36	0.81944	-8.25	4.84e-05	0.000358
4843	ENSMUST00000184554.7	chr6_163414629_163414718_+@QKI_ENSMUST00000233828.1:Qk	20	37	846	863	18	0.77778	39	2	54	828	54	0.83333	-8.25	1.12e-09	4.79e-07
4844	ENSMUST00000184554.7	chr6_37697525_37697693_-@MDGA1_ENSMUST00000073556.11:Mdga1	188	200	840	852	13	0.76923	36	175	39	827	39	0.71795	-8.25	0.000285	0.00127
4845	ENSMUST00000184554.7	chr11_59615540_59615730_-@OSBP_ENSMUST00000025590.10:Osbp	39	60	238	259	22	0.81818	53	17	66	216	66	0.82576	-8.25	0.0011	0.0034
4846	ENSMUST00000184554.7	chr8_43056173_43056378_+@FNTA_ENSMUST00000016138.10:Fnta	73	87	596	610	15	0.86667	45	58	45	581	45	0.78889	-8.25	2.45e-07	9.78e-06
4847	ENSMUST00000184554.7	chr11_68312441_68312608_+@LRP5_ENSMUST00000025856.16:Lrp5	32	49	540	558	19	0.84211	39	13	56	521	57	0.76991	-8.25	0.000841	0.00282
4848	ENSMUST00000184554.7	chr7_99143958_99144257_-@SMURF1_ENSMUST00000110677.7:Smurf1	110	126	491	507	17	0.76471	42	93	51	474	51	0.88235	-8.25	2.75e-06	4.98e-05
4849	ENSMUST00000184554.7	chr9_98807520_98807819_+@GALNT12_ENSMUST00000107744.1:Galnt12	125	140	235	250	16	0.8125	41	109	48	219	48	0.8125	-8.25	8.04e-05	0.000493
4850	ENSMUST00000184554.7	chr19_44955230_44955529_+@CLPTM1_ENSMUST00000208174.1:Clptm1	82	110	818	848	31	0.70968	39	51	91	787	93	0.78804	-8.24	0.003	0.0072
4851	ENSMUST00000184554.7	chr16_2009617_2009790_-@ZNF598_ENSMUST00000047179.6:Zfp598	131	143	295	307	13	0.84615	37	118	39	282	39	0.83333	-8.24	0.00107	0.00334
4852	ENSMUST00000184554.7	chr6_31897547_31897846_-@EHMT2_ENSMUST00000078061.12:Ehmt2	176	195	542	561	20	0.8	45	156	60	522	60	0.8	-8.24	0.000975	0.00315
4853	ENSMUST00000184554.7	chr9_37800647_37800946_+@DCAF10_ENSMUST00000107798.3:Dcaf10	121	144	583	606	24	0.70833	45	97	72	559	72	0.77083	-8.24	8.35e-05	0.000509
4854	ENSMUST00000184554.7	chr11_72223796_72224043_+@INPPL1_ENSMUST00000185929.1:Inppl1	120	134	11	25	15	0.8	37	105	45	1	40	0.8	-8.24	0.00827	0.0159
4855	ENSMUST00000184554.7	chr3_12841396_12841682_-@RPL32_ENSMUST00000081840.5:Rpl32	56	108	755	806	53	0.64151	39	56	53	755	52	0.81905	-8.2362	0.002	0.00519
4856	ENSMUST00000184554.7	chr2_84970665_84970964_+@KCMF1_ENSMUST00000068697.10:Kcmf1	122	136	398	412	15	0.8	37	107	45	383	45	0.82222	-8.23	2.24e-08	1.8e-06
4857	ENSMUST00000184554.7	chr12_2877073_2877372_+@TULP3_ENSMUST00000123988.7:Foxm1	74	89	500	515	16	0.75	36	58	48	484	48	0.77083	-8.23	1.06e-05	0.000126
4858	ENSMUST00000184554.7	chr1_156728319_156728489_+@RRNAD1_ENSMUST00000160143.1:Rrnad1	121	145	735	759	25	0.64	38	96	75	710	75	0.75333	-8.23	0.000165	0.000855
4859	ENSMUST00000184554.7	chr2_84971255_84971497_+@KCMF1_ENSMUST00000206378.1:Kcmf1	122	136	674	688	15	0.8	37	107	45	659	45	0.82222	-8.23	1.08e-07	5.34e-06
4860	ENSMUST00000184554.7	chr5_1112051_1112212_-@SLC12A7_ENSMUST00000220535.1:Slc12a7	57	73	269	285	17	0.76471	45	40	51	252	51	0.80392	-8.23	0.000221	0.00107
4861	ENSMUST00000184554.7	chr7_77536900_77537120_+@PTPN12_ENSMUST00000030556.7:Ptpn12	78	106	693	722	30	0.73333	36	48	89	663	90	0.78771	-8.23	0.00202	0.00523
4862	ENSMUST00000184554.7	chr2_219279262_219279392_+@DNAJB2_ENSMUST00000188290.6:Dnajb2	132	152	14	34	21	0.66667	40	111	63	1	55	0.76271	-8.23	0.000454	0.00177
4863	ENSMUST00000184554.7	chr13_44373750_44374001_+@SERP2_ENSMUST00000227957.1:Serp2	184	198	920	934	15	0.8	37	169	45	905	45	0.74444	-8.22	0.00928	0.0173
4864	ENSMUST00000184554.7	chr19_33373582_33373881_+@CEBPG_ENSMUST00000130491.2:Cebpg	189	201	859	871	13	0.84615	39	176	39	846	39	0.79487	-8.22	4.49e-05	0.000343
4865	ENSMUST00000184554.7	chr10_91798277_91798576_+@TNKS2_ENSMUST00000168656.7:Tnks2	22	56	154	188	35	0.74286	48	1	91	119	105	0.82653	-8.22	1.48e-07	6.54e-06
4866	ENSMUST00000184554.7	chr10_91798277_91798576_+@TNKS2_ENSMUST00000168656.7:Tnks2	108	129	392	413	22	0.72727	42	86	66	370	66	0.79545	-8.22	1.48e-07	6.54e-06
4867	ENSMUST00000184554.7	chr14_104800431_104800730_+@ZBTB42_ENSMUST00000173942.1:Zbtb42	34	47	936	949	14	0.78571	38	20	42	922	42	0.78571	-8.22	0.00932	0.0173
4868	ENSMUST00000184554.7	chr2_105329579_105329852_-@TGFBRAP1_ENSMUST00000188728.1:Tgfbrap1	97	106	987	996	10	0.9	37	87	30	977	24	0.85185	-8.21	0.000448	0.00175
4869	ENSMUST00000184554.7	chr12_71754723_71755022_+@RAB21_ENSMUST00000020343.8:Rab21	127	151	569	592	25	0.72	37	102	75	544	74	0.77181	-8.21	5.81e-06	8.4e-05
4870	ENSMUST00000184554.7	chr3_49411823_49412033_-@RHOA_ENSMUST00000193619.1:Rhoa	172	185	34	47	14	0.78571	36	158	42	20	42	0.72619	-8.21	1.39e-05	0.000151
4871	ENSMUST00000184554.7	chr10_73495866_73496165_-@PPP3CB_ENSMUST00000161989.1:Ppp3cb	183	198	969	984	16	0.8125	41	167	48	953	48	0.80208	-8.21	0.00183	0.00488
4872	ENSMUST00000184554.7	chr12_53180642_53180871_+@ZNF740_ENSMUST00000139960.7:Zfp740	124	142	242	260	19	0.78947	36	105	57	223	57	0.85965	-8.21	0.000802	0.00271
4873	ENSMUST00000184554.7	chr8_17246727_17247006_-@CNOT7_ENSMUST00000135269.7:Cnot7	82	106	974	998	25	0.6	42	57	75	949	52	0.8189	-8.21	0.000943	0.00308
4874	ENSMUST00000184554.7	chr12_132710741_132710830_+@PGAM5_ENSMUST00000196381.1:Pgam5	32	47	335	350	16	0.75	43	16	48	319	48	0.69792	-8.21	0.000749	0.00259
4875	ENSMUST00000184554.7	chr2_169827304_169827603_+@UBR3_ENSMUST00000131553.1:Ubr3	108	122	851	865	15	0.6	40	93	45	836	45	0.67778	-8.21	0.0033	0.00779
4876	ENSMUST00000184554.7	chr14_55271271_55271570_+@FBXO34_ENSMUST00000226954.1:Fbxo34	57	69	84	96	13	0.76923	43	44	39	71	39	0.87179	-8.21	6e-05	0.000413
4877	ENSMUST00000184554.7	chr3_57165336_57165502_-@IL17RD_ENSMUST00000223942.1:Il17rd	55	65	99	109	11	0.81818	38	44	33	88	33	0.83333	-8.21	0.000262	0.00118
4878	ENSMUST00000184554.7	chr16_590182_590400_+@RAB40C_ENSMUST00000164982.7:Rab40c	71	82	928	939	12	0.83333	40	59	36	916	36	0.73611	-8.21	0.00361	0.00835
4879	ENSMUST00000184554.7	chr22_49827858_49828022_-@BRD1_ENSMUST00000088911.3:Brd1	133	148	957	972	16	0.75	38	117	48	941	48	0.80208	-8.21	2.05e-12	2.63e-09
4880	ENSMUST00000184554.7	chr5_17217454_17217617_+@BASP1_ENSMUST00000058845.8:Basp1	132	148	795	811	17	0.64706	36	115	51	778	51	0.77451	-8.2	4.04e-05	0.000319
4881	ENSMUST00000184554.7	chr12_101830708_101830898_-@GNPTAB_ENSMUST00000020251.9:Gnptab	93	102	336	345	10	0.9	37	83	30	326	30	0.8	-8.2	0.000116	0.000675
4882	ENSMUST00000184554.7	chr2_223945318_223945484_-@WDFY1_ENSMUST00000186464.1:Wdfy1	33	46	867	880	14	0.78571	38	19	42	853	42	0.77381	-8.2	0.00103	0.00327
4883	ENSMUST00000184554.7	chr4_38664023_38664185_+@KLF3_ENSMUST00000200587.4:Klf3	139	150	484	495	12	0.91667	36	127	36	472	36	0.77778	-8.2	0.00224	0.00572
4884	ENSMUST00000184554.7	chr11_819422_819721_+@PNPLA2_ENSMUST00000164924.7:Pnpla2	33	45	102	114	13	0.84615	44	20	39	89	39	0.75641	-8.2	7.06e-05	0.000461
4885	ENSMUST00000184554.7	chr2_25341775_25342074_-@DNMT3A_ENSMUST00000174817.7:Dnmt3a	16	37	309	330	22	0.72727	38	1	59	287	66	0.856	-8.2	1.2e-05	0.000136
4886	ENSMUST00000184554.7	chr17_65056673_65056751_-@GNA13_ENSMUST00000020930.13:Gna13	124	142	40	57	19	0.78947	38	105	57	21	56	0.84071	-8.2	3.01e-05	0.000262
4887	ENSMUST00000184554.7	chr20_63215981_63216280_-@YTHDF1_ENSMUST00000037299.14:Ythdf1	107	119	73	85	13	0.76923	39	94	39	60	39	0.71795	-8.2	2.55e-05	0.000231
4888	ENSMUST00000184554.7	chr12_106247852_106248141_-@CKAP4_ENSMUST00000167671.1:Ckap4	189	197	869	877	9	1	36	180	27	860	27	0.85185	-8.2	0.000366	0.00149
4889	ENSMUST00000184554.7	chr3_57692927_57693226_-@DENND6A_ENSMUST00000037585.8:Dennd6a	32	51	83	102	20	0.75	49	12	60	63	60	0.80833	-8.2	5.22e-05	0.000375
4890	ENSMUST00000184554.7	chr4_39638949_39639111_-@SMIM14_ENSMUST00000144562.1:Smim14	36	46	936	946	11	0.90909	39	25	33	925	33	0.80303	-8.2	6.03e-06	8.52e-05
4891	ENSMUST00000184554.7	chr22_49853699_49853876_+@ZBED4_ENSMUST00000041297.14:Zbed4	97	151	344	396	55	0.54545	40	97	55	344	53	0.81481	-8.195	5.11e-05	0.000371
4892	ENSMUST00000184554.7	chr12_2052837_2053136_+@CACNA1C_ENSMUST00000188522.6:Cacna1c	10	24	235	249	15	0.8	49	1	39	220	45	0.86905	-8.19	2.92e-05	0.000255
4893	ENSMUST00000184554.7	chr2_237627445_237627744_+@LRRFIP1_ENSMUST00000068116.12:Lrrfip1	36	48	686	698	13	0.69231	38	23	39	673	39	0.69231	-8.19	0.00735	0.0145
4894	ENSMUST00000184554.7	chr11_3840804_3840968_-@RHOG_ENSMUST00000106923.1:Rhog	132	145	568	581	14	0.78571	38	118	42	554	42	0.75	-8.19	5.64e-05	0.000394
4895	ENSMUST00000184554.7	chr1_204494765_204494954_-@PIK3C2B_ENSMUST00000145153.7:Pik3c2b	188	208	193	213	21	0.7619	46	167	63	172	63	0.68254	-8.18	0.000292	0.00128
4896	ENSMUST00000184554.7	chr9_127899624_127899792_-@ST6GALNAC6_ENSMUST00000095045.8:St6galnac6	32	49	556	573	18	0.77778	46	14	54	538	54	0.75926	-8.18	0.000948	0.00309
4897	ENSMUST00000184554.7	chr8_109539572_109539786_+@EBAG9_ENSMUST00000227691.1:Ebag9	132	151	136	155	20	0.75	40	112	60	116	60	0.825	-8.18	0.000351	0.00144
4898	ENSMUST00000184554.7	chrX_48539579_48539878_+@TBC1D25_ENSMUST00000143984.1:Tbc1d25	36	49	632	645	14	0.78571	38	22	42	618	42	0.72619	-8.18	0.00114	0.0035
4899	ENSMUST00000184554.7	chr4_26860627_26860774_+@STIM2_ENSMUST00000117661.8:Stim2	77	89	441	453	13	0.84615	37	64	39	428	39	0.82051	-8.17	6.34e-05	0.000434
4900	ENSMUST00000184554.7	chr19_12722318_12722457_-@TNPO2_ENSMUST00000211601.1:Tnpo2	52	71	52	71	20	0.7	37	32	60	32	60	0.79167	-8.17	0.00708	0.0141
4901	ENSMUST00000184554.7	chr16_29806225_29806408_+@MVP_ENSMUST00000205461.1:Maz	98	116	384	402	19	0.73684	43	79	57	365	57	0.78947	-8.16	3.24e-05	0.000273
4902	ENSMUST00000184554.7	chr16_29806512_29806678_+@MAZ_ENSMUST00000032916.5:Maz	98	116	504	522	19	0.73684	43	79	57	485	57	0.78947	-8.16	0.00017	0.000872
4903	ENSMUST00000184554.7	chr9_35732039_35732212_-@TLN1_ENSMUST00000130670.1:Tln1	12	37	891	916	26	0.61538	37	1	63	865	78	0.77305	-8.16	0.000775	0.00267
4904	ENSMUST00000184554.7	chr12_123584402_123584701_+@TMED2_ENSMUST00000200031.1:Tmed2	71	85	225	239	15	0.66667	38	56	45	210	45	0.83333	-8.16	0.00013	0.000716
4905	ENSMUST00000184554.7	chr21_15064838_15065137_-@NRIP1_ENSMUST00000141182.1:Nrip1	32	44	721	733	13	0.92308	40	19	39	708	39	0.87179	-8.16	2.55e-07	9.78e-06
4906	ENSMUST00000184554.7	chr12_131828251_131828550_+@MMP17_ENSMUST00000031390.9:Mmp17	134	155	120	141	22	0.72727	47	112	66	98	66	0.79545	-8.16	1.96e-06	4.2e-05
4907	ENSMUST00000184554.7	chr14_50532419_50532585_-@MAP4K5_ENSMUST00000110567.7:Map4k5	118	137	900	919	20	0.8	36	98	60	880	60	0.84167	-8.16	0.000247	0.00114
4908	ENSMUST00000184554.7	chr16_69754774_69755073_-@NOB1_ENSMUST00000163757.7:Nob1	105	117	366	378	13	0.69231	36	92	39	353	39	0.66667	-8.16	0.00235	0.00592
4909	ENSMUST00000184554.7	chr1_67054031_67054129_-@SLC35D1_ENSMUST00000036195.12:Slc35d1	190	200	775	785	11	0.81818	36	179	33	764	33	0.74242	-8.16	4.43e-05	0.000341
4910	ENSMUST00000184554.7	chr17_35731489_35731788_+@RASL10B_ENSMUST00000175848.7:Rasl10b	181	200	585	604	20	0.65	36	161	60	565	60	0.675	-8.15	5.01e-05	0.000368
4911	ENSMUST00000184554.7	chr1_29236372_29236671_+@PTPRU_ENSMUST00000030741.8:Ptpru	89	107	89	107	19	0.78947	46	70	57	70	57	0.79825	-8.15	0.00131	0.00385
4912	ENSMUST00000184554.7	chr2_226799663_226799962_-@IRS1_ENSMUST00000069799.2:Irs1	21	34	672	685	14	0.78571	38	7	42	658	42	0.7619	-8.15	0.000141	0.000774
4913	ENSMUST00000184554.7	chr6_33298795_33299075_-@RGL2_ENSMUST00000173153.7:Rgl2	119	146	297	324	28	0.60714	42	91	84	269	84	0.7619	-8.15	0.000711	0.00247
4914	ENSMUST00000184554.7	chr6_37697525_37697693_-@MDGA1_ENSMUST00000073556.11:Mdga1	36	47	363	374	12	0.91667	36	24	36	351	36	0.77778	-8.15	0.000285	0.00127
4915	ENSMUST00000184554.7	chr2_208266105_208266404_+@PIKFYVE_ENSMUST00000097707.4:Pikfyve	37	51	3	17	15	0.8	40	22	45	1	32	0.79221	-8.15	0.000261	0.00118
4916	ENSMUST00000184554.7	chr4_128287720_128287953_-@PGRMC2_ENSMUST00000058578.7:Pgrmc2	60	83	849	872	24	0.75	48	36	72	825	72	0.8125	-8.15	3.52e-05	0.000288
4917	ENSMUST00000184554.7	chr16_54930715_54930930_+@IRX5_ENSMUST00000034184.11:Irx5	91	125	400	433	35	0.68571	60	56	105	365	104	0.79426	-8.15	0.000206	0.00103
4918	ENSMUST00000184554.7	chr17_81902056_81902355_+@NPB_ENSMUST00000061309.4:Npb	71	96	30	55	26	0.65385	54	45	78	4	78	0.78846	-8.14	0.000849	0.00284
4919	ENSMUST00000184554.7	chr12_101830708_101830898_-@GNPTAB_ENSMUST00000020251.9:Gnptab	111	128	23	40	18	0.83333	54	93	54	5	54	0.87037	-8.14	0.000116	0.000675
4920	ENSMUST00000184554.7	chr9_13279626_13279829_-@MPDZ_ENSMUST00000107262.7:Mpdz	112	140	894	922	29	0.58621	38	83	87	865	87	0.76437	-8.14	1.17e-05	0.000135
4921	ENSMUST00000184554.7	chr5_95961696_95961995_-@ELL2_ENSMUST00000221432.1:Ell2	185	197	305	317	13	0.92308	40	172	39	292	39	0.76923	-8.14	0.000209	0.00103
4922	ENSMUST00000184554.7	chr17_78782118_78782417_-@CYTH1_ENSMUST00000100181.10:Cyth1	182	195	652	665	14	0.85714	41	168	42	638	42	0.7381	-8.14	0.000368	0.00149
4923	ENSMUST00000184554.7	chr1_212285260_212285468_+@PPP2R5A_ENSMUST00000067976.8:Ppp2r5a	100	111	688	699	12	0.91667	36	88	36	676	36	0.86111	-8.14	2.02e-05	0.000195
4924	ENSMUST00000184554.7	chr10_70815798_70816097_+@SGPL1_ENSMUST00000124896.1:Sgpl1	36	48	268	280	13	0.84615	39	23	39	255	39	0.79487	-8.14	0.0012	0.00361
4925	ENSMUST00000184554.7	chr7_90211590_90211813_+@STEAP2_ENSMUST00000015797.10:Steap2	36	47	655	666	12	0.75	37	24	36	643	36	0.75	-8.13	0.00697	0.014
4926	ENSMUST00000184554.7	chr9_15510988_15511153_-@PSIP1_ENSMUST00000107214.8:Psip1	184	197	983	996	14	0.78571	40	170	42	969	32	0.78378	-8.13	3.22e-06	5.44e-05
4927	ENSMUST00000184554.7	chr9_134067849_134068012_-@BRD3_ENSMUST00000028282.14:Brd3	100	115	528	543	16	0.625	37	84	48	512	48	0.64583	-8.13	3.82e-06	6.11e-05
4928	ENSMUST00000184554.7	chr6_43021476_43021775_+@RRP36_ENSMUST00000024766.6:Rrp36	127	142	450	465	16	0.8125	39	111	48	434	48	0.73958	-8.13	0.00139	0.00402
4929	ENSMUST00000184554.7	chr4_78776200_78776499_+@BMP2K_ENSMUST00000112974.5:Bmp2k	182	204	438	460	23	0.6087	37	159	69	415	69	0.73188	-8.13	0.000149	0.000797
4930	ENSMUST00000184554.7	chr16_69565816_69565985_+@NFAT5_ENSMUST00000133026.7:Nfat5	101	133	612	644	33	0.72727	47	68	99	579	99	0.83333	-8.13	0.00172	0.00465
4931	ENSMUST00000184554.7	chr1_110034474_110034773_+@STRIP1_ENSMUST00000064759.6:Strip1	61	75	592	606	15	0.73333	37	46	45	577	45	0.74444	-8.13	0.00145	0.00417
4932	ENSMUST00000184554.7	chr9_134068013_134068175_-@BRD3_ENSMUST00000130932.1:Brd3	100	115	273	288	16	0.625	37	84	48	257	48	0.64583	-8.13	1.77e-09	5.68e-07
4933	ENSMUST00000184554.7	chr21_15729997_15730160_+@USP25_ENSMUST00000232047.1:Usp25	69	82	256	269	14	0.78571	38	55	42	242	42	0.82143	-8.13	0.000617	0.0022
4934	ENSMUST00000184554.7	chr2_84970665_84970964_+@KCMF1_ENSMUST00000068697.10:Kcmf1	19	43	83	106	25	0.72	37	1	68	58	74	0.84507	-8.12	2.24e-08	1.8e-06
4935	ENSMUST00000184554.7	chr2_84971255_84971497_+@KCMF1_ENSMUST00000206378.1:Kcmf1	19	43	359	382	25	0.72	37	1	68	334	74	0.84507	-8.12	1.08e-07	5.34e-06
4936	ENSMUST00000184554.7	chr2_191245258_191245432_+@MYO1B_ENSMUST00000018561.13:Myo1b	33	47	221	235	15	0.73333	39	18	45	206	45	0.75556	-8.12	0.000835	0.00281
4937	ENSMUST00000184554.7	chr10_67884506_67884684_+@SIRT1_ENSMUST00000020257.12:Sirt1	173	186	613	626	14	0.92857	42	159	42	599	42	0.7619	-8.12	1.31e-10	8.4e-08
4938	ENSMUST00000184554.7	chr16_85799676_85799707_+@COX4I1_ENSMUST00000181795.1:Cox4i1	111	126	242	257	16	0.75	36	95	48	226	48	0.83333	-8.12	3.76e-07	1.29e-05
4939	ENSMUST00000184554.7	chr2_191245433_191245606_+@MYO1B_ENSMUST00000151525.7:Myo1b	33	47	237	251	15	0.73333	39	18	45	222	45	0.75556	-8.12	0.000782	0.00267
4940	ENSMUST00000184554.7	chr1_20787157_20787456_-@HP1BP3_ENSMUST00000105825.7:Hp1bp3	9	28	465	484	20	0.65	46	1	48	445	60	0.7963	-8.12	4.39e-09	7.38e-07
4941	ENSMUST00000184554.7	chr8_43056173_43056378_+@FNTA_ENSMUST00000016138.10:Fnta	128	141	787	800	14	0.85714	41	114	42	773	42	0.79762	-8.12	2.45e-07	9.78e-06
4942	ENSMUST00000184554.7	chr15_78264412_78264711_+@DNAJA4_ENSMUST00000070070.7:Dnaja4	123	133	805	815	11	0.81818	36	112	33	794	33	0.71212	-8.12	0.00837	0.016
4943	ENSMUST00000184554.7	chr16_684182_684481_-@JMJD8_ENSMUST00000143296.1:Jmjd8	102	112	721	731	11	0.81818	36	91	33	710	33	0.77273	-8.12	0.00931	0.0173
4944	ENSMUST00000184554.7	chr7_158829521_158829681_-@ESYT2_ENSMUST00000220816.1:Esyt2	133	145	81	93	13	0.84615	39	120	39	68	39	0.80769	-8.12	0.00432	0.00963
4945	ENSMUST00000184554.7	chr9_130835131_130835430_+@ABL1_ENSMUST00000028190.12:Abl1	132	152	65	85	21	0.61905	46	111	63	44	63	0.76984	-8.11	0.000639	0.00226
4946	ENSMUST00000184554.7	chr19_40191279_40191452_+@MAP3K10_ENSMUST00000108341.1:Map3k10	36	47	905	916	12	0.83333	40	24	36	893	36	0.83333	-8.11	8e-04	0.00271
4947	ENSMUST00000184554.7	chr8_21919517_21919707_+@XPO7_ENSMUST00000167242.7:Xpo7	20	38	334	352	19	0.68421	44	1	57	315	57	0.74561	-8.11	0.00107	0.00334
4948	ENSMUST00000184554.7	chrX_20266732_20266955_-@RPS6KA3_ENSMUST00000112492.7:Rps6ka3	102	122	38	58	21	0.66667	38	81	63	17	63	0.8254	-8.11	3.71e-05	0.000302
4949	ENSMUST00000184554.7	chr1_99850244_99850504_+@AGL_ENSMUST00000159670.2:Agl	720	732	982	994	13	0.84615	36	707	39	969	32	0.47887	-8.11	0.00892	0.0167
4950	ENSMUST00000184554.7	chr20_52191628_52191927_-@ZFP64_ENSMUST00000136242.1:Zfp64	182	203	814	835	22	0.68182	37	160	66	792	66	0.63636	-8.1	0.00892	0.0167
4951	ENSMUST00000184554.7	chr2_84970665_84970964_+@KCMF1_ENSMUST00000068697.10:Kcmf1	127	143	706	722	17	0.82353	43	110	51	689	51	0.84314	-8.1	2.24e-08	1.8e-06
4952	ENSMUST00000184554.7	chr5_172454346_172454645_-@SH3PXD2B_ENSMUST00000138771.1:Sh3pxd2b	35	50	842	857	16	0.75	43	19	48	826	48	0.75	-8.1	9.65e-06	0.000118
4953	ENSMUST00000184554.7	chr7_2354719_2355018_+@EIF3B_ENSMUST00000100507.7:Eif3b	120	142	300	322	23	0.65217	38	97	69	277	69	0.7971	-8.1	0.00844	0.016
4954	ENSMUST00000184554.7	chr1_224434644_224434943_-@WDR26_ENSMUST00000162819.8:Wdr26	37	47	3	13	11	0.90909	39	26	33	1	24	0.84211	-8.1	1.25e-06	3.07e-05
4955	ENSMUST00000184554.7	chr1_166839329_166839628_+@POGK_ENSMUST00000135673.7:Pogk	98	112	369	383	15	0.73333	39	83	45	354	45	0.7	-8.09	5.31e-05	0.000379
4956	ENSMUST00000184554.7	chr12_10723202_10723472_-@YBX3_ENSMUST00000032309.12:Ybx3	115	143	653	681	29	0.68966	54	86	87	624	87	0.85057	-8.09	0.000142	0.000774
4957	ENSMUST00000184554.7	chr6_31902190_31902449_-@ZBTB12_ENSMUST00000052778.9:Zbtb12	45	59	145	159	15	0.86667	38	30	45	130	45	0.84444	-8.09	0.000236	0.00112
