name1	name2	siteStart1	siteEnd1	siteStart2	siteEnd2	siteLen	siteCmpl	siteScore	regStart1	regLen1	regStart2	regLen2	regGC	deltaG	Pvalue	Padj	key
10962	ENSMUST00000184554.7	chr5_1112051_1112212_-@SLC12A7_ENSMUST00000220535.1:Slc12a7	117	134	408	425	18	0.61111	37	99	54	390	54	0.71296	-11.75	0.000221	0.00107	chr5_1112051_1112212_-@SLC12A7_ENSMUST00000220535.1:Slc12a7 117
10963	ENSMUST00000184554.7	chr3_37861730_37861921_+@CTDSPL_ENSMUST00000073109.11:Ctdspl	181	201	245	266	22	0.77273	47	159	65	223	66	0.76336	-11.74	3.9e-07	1.29e-05	chr3_37861730_37861921_+@CTDSPL_ENSMUST00000073109.11:Ctdspl 181
10964	ENSMUST00000184554.7	chr10_6202782_6203081_+@PFKFB3_ENSMUST00000155167.7:Pfkfb3	12	24	158	170	13	0.69231	38	1	37	145	39	0.76316	-11.74	0.00226	0.00573	chr10_6202782_6203081_+@PFKFB3_ENSMUST00000155167.7:Pfkfb3 12
10965	ENSMUST00000184554.7	chr12_56128117_56128416_+@ESYT1_ENSMUST00000217948.1:Esyt1	184	196	764	776	13	0.92308	40	171	39	751	39	0.71795	-11.74	0.00836	0.0159	chr12_56128117_56128416_+@ESYT1_ENSMUST00000217948.1:Esyt1 184
10966	ENSMUST00000184554.7	chr17_47896086_47896385_+@SP2_ENSMUST00000107624.7:Sp2	177	196	941	960	20	0.8	45	157	60	921	60	0.70833	-11.73	0.000916	0.00302	chr17_47896086_47896385_+@SP2_ENSMUST00000107624.7:Sp2 177
10967	ENSMUST00000184554.7	chr16_58197956_58198255_-@CSNK2A2_ENSMUST00000212214.1:Csnk2a2	13	26	755	768	14	0.85714	41	1	40	741	42	0.79268	-11.73	0.00163	0.00449	chr16_58197956_58198255_-@CSNK2A2_ENSMUST00000212214.1:Csnk2a2 13
10968	ENSMUST00000184554.7	chr4_173370804_173371103_+@SAP30_ENSMUST00000034022.3:Sap30	4	39	97	133	37	0.59459	38	1	76	60	111	0.69519	-11.73	0.000797	0.0027	chr4_173370804_173371103_+@SAP30_ENSMUST00000034022.3:Sap30 4
10969	ENSMUST00000184554.7	chr1_10210558_10210719_+@KIF1B_ENSMUST00000030806.5:Kif1b	124	144	238	258	21	0.7619	37	103	63	217	63	0.72222	-11.72	0.00526	0.0113	chr1_10210558_10210719_+@KIF1B_ENSMUST00000030806.5:Kif1b 124
10970	ENSMUST00000184554.7	chr10_15371203_15371438_-@FAM171A1_ENSMUST00000091505.10:Fam171a1	181	200	71	91	21	0.85714	47	160	62	50	63	0.736	-11.72	8.52e-08	4.76e-06	chr10_15371203_15371438_-@FAM171A1_ENSMUST00000091505.10:Fam171a1 181
10971	ENSMUST00000184554.7	chr1_10210362_10210528_+@KIF1B_ENSMUST00000150230.1:Kif1b	124	144	168	188	21	0.7619	37	103	63	147	63	0.72222	-11.72	0.00189	0.00499	chr1_10210362_10210528_+@KIF1B_ENSMUST00000150230.1:Kif1b 124
10972	ENSMUST00000184554.7	chr19_39412437_39412614_+@PLEKHG2_ENSMUST00000144700.7:Plekhg2	19	40	97	118	22	0.72727	40	1	62	75	66	0.77344	-11.72	0.0039	0.00888	chr19_39412437_39412614_+@PLEKHG2_ENSMUST00000144700.7:Plekhg2 19
10973	ENSMUST00000184554.7	chr8_38176343_38176612_-@LSM1_ENSMUST00000211670.1:Lsm1	127	148	52	73	22	0.72727	45	105	66	30	66	0.70455	-11.72	0.0082	0.0158	chr8_38176343_38176612_-@LSM1_ENSMUST00000211670.1:Lsm1 127
10974	ENSMUST00000184554.7	chr19_13952359_13952658_+@DCAF15_ENSMUST00000041367.8:Dcaf15	23	37	822	836	15	0.8	37	8	45	807	45	0.77778	-11.72	1.16e-06	3.07e-05	chr19_13952359_13952658_+@DCAF15_ENSMUST00000041367.8:Dcaf15 23
10975	ENSMUST00000184554.7	chr19_45496862_45497161_-@RTN2_ENSMUST00000209186.1:Rtn2	133	146	219	232	14	0.78571	36	119	42	205	42	0.7381	-11.71	0.00515	0.0111	chr19_45496862_45497161_-@RTN2_ENSMUST00000209186.1:Rtn2 133
10976	ENSMUST00000184554.7	chr4_173370804_173371103_+@SAP30_ENSMUST00000034022.3:Sap30	18	28	79	89	11	0.90909	39	7	33	68	33	0.71212	-11.71	0.000797	0.0027	chr4_173370804_173371103_+@SAP30_ENSMUST00000034022.3:Sap30 18
10977	ENSMUST00000184554.7	chr9_93451551_93451730_-@FAM120AOS_ENSMUST00000060805.6:Fam120a	110	130	276	297	22	0.77273	47	88	65	254	66	0.84733	-11.71	4.8e-07	1.47e-05	chr9_93451551_93451730_-@FAM120AOS_ENSMUST00000060805.6:Fam120a 110
10978	ENSMUST00000184554.7	chr1_39576821_39576859_-@PABPC4_ENSMUST00000106243.7:Pabpc4	32	42	356	366	11	0.81818	36	21	33	345	33	0.72727	-11.7	0.0063	0.0128	chr1_39576821_39576859_-@PABPC4_ENSMUST00000106243.7:Pabpc4 32
10979	ENSMUST00000184554.7	chr16_69565816_69565985_+@NFAT5_ENSMUST00000133026.7:Nfat5	111	142	241	273	33	0.72727	49	78	98	208	99	0.79188	-11.7	0.00172	0.00465	chr16_69565816_69565985_+@NFAT5_ENSMUST00000133026.7:Nfat5 111
10980	ENSMUST00000184554.7	chr20_62122325_62122624_+@LSM14B_ENSMUST00000055485.11:Lsm14b	122	144	369	392	24	0.75	38	98	71	345	72	0.78322	-11.69	4.63e-05	0.000348	chr20_62122325_62122624_+@LSM14B_ENSMUST00000055485.11:Lsm14b 122
10981	ENSMUST00000184554.7	chr1_117929600_117929770_-@GDAP2_ENSMUST00000106997.1:Gdap2	119	144	33	57	26	0.69231	43	93	78	7	77	0.72258	-11.69	4.54e-05	0.000345	chr1_117929600_117929770_-@GDAP2_ENSMUST00000106997.1:Gdap2 119
10982	ENSMUST00000184554.7	chr1_10210558_10210719_+@KIF1B_ENSMUST00000030806.5:Kif1b	22	36	827	841	15	0.86667	40	7	45	812	45	0.78889	-11.69	0.00526	0.0113	chr1_10210558_10210719_+@KIF1B_ENSMUST00000030806.5:Kif1b 22
10983	ENSMUST00000184554.7	chr1_10210362_10210528_+@KIF1B_ENSMUST00000150230.1:Kif1b	22	36	757	771	15	0.86667	40	7	45	742	45	0.78889	-11.69	0.00189	0.00499	chr1_10210362_10210528_+@KIF1B_ENSMUST00000150230.1:Kif1b 22
10984	ENSMUST00000184554.7	chr7_99143958_99144257_-@SMURF1_ENSMUST00000110677.7:Smurf1	130	143	782	795	14	0.92857	44	116	42	768	42	0.84524	-11.69	2.75e-06	4.98e-05	chr7_99143958_99144257_-@SMURF1_ENSMUST00000110677.7:Smurf1 130
10985	ENSMUST00000184554.7	chr9_88388182_88388388_+@SPIN1_ENSMUST00000095797.5:Spin1	184	197	360	373	14	0.85714	41	170	42	346	42	0.77381	-11.69	4.09e-07	1.32e-05	chr9_88388182_88388388_+@SPIN1_ENSMUST00000095797.5:Spin1 184
10986	ENSMUST00000184554.7	chr8_22244983_22245282_+@POLR3D_ENSMUST00000180358.2:Polr3d	124	151	731	760	30	0.76667	43	94	88	701	90	0.79213	-11.68	3.48e-06	5.74e-05	chr8_22244983_22245282_+@POLR3D_ENSMUST00000180358.2:Polr3d 124
10987	ENSMUST00000184554.7	chr7_6104799_6105098_+@USP42_ENSMUST00000053287.5:Usp42	122	133	91	102	12	0.91667	36	110	36	79	36	0.75	-11.68	0.000644	0.00227	chr7_6104799_6105098_+@USP42_ENSMUST00000053287.5:Usp42 122
10988	ENSMUST00000184554.7	chr2_46542421_46542720_-@ATP6V1E2_ENSMUST00000024956.14:Rhoq	102	117	411	426	16	0.8125	37	86	48	395	48	0.70833	-11.68	0.0059	0.0123	chr2_46542421_46542720_-@ATP6V1E2_ENSMUST00000024956.14:Rhoq 102
10989	ENSMUST00000184554.7	chr9_127899624_127899792_-@ST6GALNAC6_ENSMUST00000095045.8:St6galnac6	188	196	288	296	9	1	36	179	27	279	27	0.81481	-11.67	0.000948	0.00309	chr9_127899624_127899792_-@ST6GALNAC6_ENSMUST00000095045.8:St6galnac6 188
10990	ENSMUST00000184554.7	chr1_39576821_39576859_-@PABPC4_ENSMUST00000106243.7:Pabpc4	17	27	432	442	11	0.90909	39	6	33	421	33	0.72727	-11.67	0.0063	0.0128	chr1_39576821_39576859_-@PABPC4_ENSMUST00000106243.7:Pabpc4 17
10991	ENSMUST00000184554.7	chr2_206274539_206274838_+@ZDBF2_ENSMUST00000126932.1:Zdbf2	19	28	153	162	10	0.9	37	9	30	143	30	0.86667	-11.67	0.000158	0.000838	chr2_206274539_206274838_+@ZDBF2_ENSMUST00000126932.1:Zdbf2 19
10992	ENSMUST00000184554.7	chr19_4066712_4066960_-@ZBTB7A_ENSMUST00000121840.7:Zbtb7a	128	160	737	771	35	0.62857	36	93	103	702	105	0.73077	-11.66	9.61e-06	0.000118	chr19_4066712_4066960_-@ZBTB7A_ENSMUST00000121840.7:Zbtb7a 128
10993	ENSMUST00000184554.7	chr20_50190700_50190964_+@CEBPB_ENSMUST00000070642.3:Cebpb	11	30	476	495	20	0.7	37	1	50	456	60	0.85455	-11.65	3.89e-07	1.29e-05	chr20_50190700_50190964_+@CEBPB_ENSMUST00000070642.3:Cebpb 11
10994	ENSMUST00000184554.7	chr20_58891463_58891610_+@GNAS_ENSMUST00000109083.1:Gnas	174	186	3	15	13	0.92308	36	161	39	1	28	0.74627	-11.65	0.000787	0.00268	chr20_58891463_58891610_+@GNAS_ENSMUST00000109083.1:Gnas 174
10995	ENSMUST00000184554.7	chr2_169827304_169827603_+@UBR3_ENSMUST00000131553.1:Ubr3	117	126	337	346	10	1	40	107	30	327	30	0.81667	-11.65	0.0033	0.00779	chr2_169827304_169827603_+@UBR3_ENSMUST00000131553.1:Ubr3 117
10996	ENSMUST00000184554.7	chr19_4066712_4066960_-@ZBTB7A_ENSMUST00000121840.7:Zbtb7a	189	201	416	428	13	0.84615	39	176	39	403	39	0.76923	-11.64	9.61e-06	0.000118	chr19_4066712_4066960_-@ZBTB7A_ENSMUST00000121840.7:Zbtb7a 189
10997	ENSMUST00000184554.7	chr20_58891463_58891610_+@GNAS_ENSMUST00000109083.1:Gnas	41	85	136	180	45	0.62222	41	1	130	91	135	0.81509	-11.64	0.000787	0.00268	chr20_58891463_58891610_+@GNAS_ENSMUST00000109083.1:Gnas 41
10998	ENSMUST00000184554.7	chr20_58891387_58891462_+@GNAS_ENSMUST00000109084.7:Gnas	41	85	326	370	45	0.62222	41	1	130	281	135	0.81509	-11.64	3.26e-06	5.44e-05	chr20_58891387_58891462_+@GNAS_ENSMUST00000109084.7:Gnas 41
10999	ENSMUST00000184554.7	chr14_58637842_58638141_+@DACT1_ENSMUST00000150639.1:Dact1	57	67	239	249	11	0.81818	36	46	33	228	33	0.83333	-11.64	0.000343	0.00143	chr14_58637842_58638141_+@DACT1_ENSMUST00000150639.1:Dact1 57
11000	ENSMUST00000184554.7	chr21_39313482_39313781_-@BRWD1_ENSMUST00000099502.8:Brwd1	179	199	970	991	22	0.81818	37	157	65	948	53	0.72881	-11.63	2.09e-05	0.000199	chr21_39313482_39313781_-@BRWD1_ENSMUST00000099502.8:Brwd1 179
11001	ENSMUST00000184554.7	chr21_44801813_44801969_-@UBE2G2_ENSMUST00000172813.1:Ube2g2	115	129	145	159	15	0.8	51	100	45	130	45	0.81111	-11.62	0.000244	0.00113	chr21_44801813_44801969_-@UBE2G2_ENSMUST00000172813.1:Ube2g2 115
11002	ENSMUST00000184554.7	chr19_46346873_46347055_+@PPP5C_ENSMUST00000156366.7:Ppp5c	130	142	150	162	13	0.84615	42	117	39	137	39	0.70513	-11.62	2.85e-05	0.000251	chr19_46346873_46347055_+@PPP5C_ENSMUST00000156366.7:Ppp5c 130
11003	ENSMUST00000184554.7	chr17_82273566_82273849_-@CSNK1D_ENSMUST00000070575.13:Csnk1d	28	39	813	824	12	1	46	16	36	801	36	0.83333	-11.61	1.12e-05	0.000129	chr17_82273566_82273849_-@CSNK1D_ENSMUST00000070575.13:Csnk1d 28
11004	ENSMUST00000184554.7	chr14_63727905_63728204_-@SGPP1_ENSMUST00000220285.1:Sgpp1	124	136	412	424	13	0.92308	38	111	39	399	39	0.75641	-11.6	1.24e-05	0.000139	chr14_63727905_63728204_-@SGPP1_ENSMUST00000220285.1:Sgpp1 124
11005	ENSMUST00000184554.7	chr8_132775181_132775359_+@PHF20L1_ENSMUST00000230882.1:Phf20l1	106	119	516	529	14	0.78571	36	92	42	502	42	0.78571	-11.6	8.51e-05	0.000515	chr8_132775181_132775359_+@PHF20L1_ENSMUST00000230882.1:Phf20l1 106
11006	ENSMUST00000184554.7	chr1_204494765_204494954_-@PIK3C2B_ENSMUST00000145153.7:Pik3c2b	30	41	644	655	12	0.83333	40	18	36	632	36	0.76389	-11.59	0.000292	0.00128	chr1_204494765_204494954_-@PIK3C2B_ENSMUST00000145153.7:Pik3c2b 30
11007	ENSMUST00000184554.7	chr2_238288644_238288943_-@PER2_ENSMUST00000069620.9:Per2	180	192	949	961	13	0.84615	37	167	39	936	39	0.75641	-11.58	0.00302	0.00722	chr2_238288644_238288943_-@PER2_ENSMUST00000069620.9:Per2 180
11008	ENSMUST00000184554.7	chr1_167721832_167722131_+@MPZL1_ENSMUST00000193910.5:Mpzl1	132	143	983	994	12	0.75	39	120	36	971	30	0.83333	-11.58	3.34e-05	0.000279	chr1_167721832_167722131_+@MPZL1_ENSMUST00000193910.5:Mpzl1 132
11009	ENSMUST00000184554.7	chr5_79513979_79514261_-@HOMER1_ENSMUST00000109493.8:Homer1	108	136	240	267	29	0.7931	61	79	87	211	86	0.81503	-11.57	0.000475	0.00182	chr5_79513979_79514261_-@HOMER1_ENSMUST00000109493.8:Homer1 108
11010	ENSMUST00000184554.7	chr9_131740026_131740225_-@RAPGEF1_ENSMUST00000102872.10:Rapgef1	93	111	321	339	19	0.84211	58	74	57	302	57	0.85088	-11.57	0.000874	0.0029	chr9_131740026_131740225_-@RAPGEF1_ENSMUST00000102872.10:Rapgef1 93
11011	ENSMUST00000184554.7	chr6_154733545_154733821_+@SCAF8_ENSMUST00000232048.1:Scaf8	96	104	373	381	9	1	36	87	27	364	27	0.83333	-11.57	0.000439	0.00172	chr6_154733545_154733821_+@SCAF8_ENSMUST00000232048.1:Scaf8 96
11012	ENSMUST00000184554.7	chr9_133418027_133418191_-@REXO4_ENSMUST00000128401.1:Rexo4	168	195	909	936	28	0.64286	39	140	84	881	84	0.66667	-11.57	0.000417	0.00165	chr9_133418027_133418191_-@REXO4_ENSMUST00000128401.1:Rexo4 168
11013	ENSMUST00000184554.7	chr16_69754774_69755073_-@NOB1_ENSMUST00000163757.7:Nob1	119	136	810	827	18	0.77778	44	101	54	792	54	0.76852	-11.57	0.00235	0.00592	chr16_69754774_69755073_-@NOB1_ENSMUST00000163757.7:Nob1 119
11014	ENSMUST00000184554.7	chr9_130043194_130043369_-@FNBP1_ENSMUST00000113562.8:Fnbp1	133	145	982	994	13	0.92308	40	120	39	969	32	0.8169	-11.57	1.53e-05	0.00016	chr9_130043194_130043369_-@FNBP1_ENSMUST00000113562.8:Fnbp1 133
11015	ENSMUST00000184554.7	chr8_135457306_135457605_+@KHDRBS3_ENSMUST00000229683.1:Khdrbs3	37	48	179	190	12	0.91667	38	25	36	167	36	0.90278	-11.56	0.00154	0.00433	chr8_135457306_135457605_+@KHDRBS3_ENSMUST00000229683.1:Khdrbs3 37
11016	ENSMUST00000184554.7	chr7_98617135_98617434_+@NPTX2_ENSMUST00000071782.7:Nptx2	19	28	95	104	10	1	38	9	30	85	30	0.76667	-11.56	6.7e-05	0.000448	chr7_98617135_98617434_+@NPTX2_ENSMUST00000071782.7:Nptx2 19
11017	ENSMUST00000184554.7	chr16_84145006_84145305_-@HSDL1_ENSMUST00000212198.1:Hsdl1	136	145	951	960	10	0.9	37	126	30	941	30	0.85	-11.55	0.000176	9e-04	chr16_84145006_84145305_-@HSDL1_ENSMUST00000212198.1:Hsdl1 136
11018	ENSMUST00000184554.7	chr6_157823096_157823395_+@SNX9_ENSMUST00000231803.1:Snx9	100	140	75	115	42	0.7381	42	58	125	33	125	0.784	-11.55	6.48e-06	8.96e-05	chr6_157823096_157823395_+@SNX9_ENSMUST00000231803.1:Snx9 100
11019	ENSMUST00000184554.7	chr11_3840804_3840968_-@RHOG_ENSMUST00000106923.1:Rhog	31	51	469	489	21	0.7619	51	10	63	448	63	0.69841	-11.55	5.64e-05	0.000394	chr11_3840804_3840968_-@RHOG_ENSMUST00000106923.1:Rhog 31
11020	ENSMUST00000184554.7	chr18_26548971_26549270_-@KCTD1_ENSMUST00000234864.1:Kctd1	17	28	970	981	12	0.83333	42	5	36	958	36	0.77778	-11.54	1.75e-05	0.000171	chr18_26548971_26549270_-@KCTD1_ENSMUST00000234864.1:Kctd1 17
11021	ENSMUST00000184554.7	chr4_173370804_173371103_+@SAP30_ENSMUST00000034022.3:Sap30	135	147	461	473	13	0.76923	41	122	39	448	39	0.78205	-11.54	0.000797	0.0027	chr4_173370804_173371103_+@SAP30_ENSMUST00000034022.3:Sap30 135
11022	ENSMUST00000184554.7	chr8_98294400_98294514_-@NIPAL2_ENSMUST00000228073.1:Nipal2	186	200	502	516	15	0.73333	37	171	45	487	45	0.68889	-11.53	0.00215	0.00552	chr8_98294400_98294514_-@NIPAL2_ENSMUST00000228073.1:Nipal2 186
11023	ENSMUST00000184554.7	chr1_27604011_27604163_-@AHDC1_ENSMUST00000145682.1:Ahdc1	6	21	629	644	16	0.6875	40	1	37	613	48	0.78824	-11.53	0.00139	0.00402	chr1_27604011_27604163_-@AHDC1_ENSMUST00000145682.1:Ahdc1 6
11024	ENSMUST00000184554.7	chr13_48233217_48233376_+@ITM2B_ENSMUST00000228637.1:Itm2b	121	143	774	797	24	0.79167	41	97	71	750	72	0.7972	-11.53	1.04e-05	0.000125	chr13_48233217_48233376_+@ITM2B_ENSMUST00000228637.1:Itm2b 121
11025	ENSMUST00000184554.7	chr20_50190700_50190964_+@CEBPB_ENSMUST00000070642.3:Cebpb	180	192	245	257	13	0.84615	39	167	39	232	39	0.82051	-11.52	3.89e-07	1.29e-05	chr20_50190700_50190964_+@CEBPB_ENSMUST00000070642.3:Cebpb 180
11026	ENSMUST00000184554.7	chr16_28538959_28538992_-@NUPR1_ENSMUST00000187609.1:Nupr1	35	49	394	408	15	0.8	44	20	45	379	45	0.78889	-11.51	0.00395	0.00896	chr16_28538959_28538992_-@NUPR1_ENSMUST00000187609.1:Nupr1 35
11027	ENSMUST00000184554.7	chr20_62122325_62122624_+@LSM14B_ENSMUST00000055485.11:Lsm14b	94	102	342	350	9	1	36	85	27	333	27	0.85185	-11.51	4.63e-05	0.000348	chr20_62122325_62122624_+@LSM14B_ENSMUST00000055485.11:Lsm14b 94
11028	ENSMUST00000184554.7	chr2_64144270_64144569_-@PELI1_ENSMUST00000093290.11:Peli1	100	109	871	880	10	1	38	90	30	861	30	0.68333	-11.51	0.000113	0.000666	chr2_64144270_64144569_-@PELI1_ENSMUST00000093290.11:Peli1 100
11029	ENSMUST00000184554.7	chr12_57846561_57846827_-@CTDSP2_ENSMUST00000219917.1:Ctdsp2	123	141	442	460	19	0.73684	40	104	57	423	57	0.80702	-11.51	9.12e-06	0.000115	chr12_57846561_57846827_-@CTDSP2_ENSMUST00000219917.1:Ctdsp2 123
11030	ENSMUST00000184554.7	chr4_13627575_13627874_-@BOD1L1_ENSMUST00000202200.1:Bod1l	16	31	852	867	16	0.75	41	1	47	836	48	0.83158	-11.5	0.000328	0.00138	chr4_13627575_13627874_-@BOD1L1_ENSMUST00000202200.1:Bod1l 16
11031	ENSMUST00000184554.7	chr2_84970665_84970964_+@KCMF1_ENSMUST00000068697.10:Kcmf1	18	28	768	778	11	0.81818	38	7	33	757	33	0.84848	-11.5	2.24e-08	1.8e-06	chr2_84970665_84970964_+@KCMF1_ENSMUST00000068697.10:Kcmf1 18
11032	ENSMUST00000184554.7	chr5_159209403_159209672_-@RNF145_ENSMUST00000127907.1:Rnf145	21	40	495	513	20	0.75	37	1	60	475	59	0.7563	-11.5	4.31e-06	6.52e-05	chr5_159209403_159209672_-@RNF145_ENSMUST00000127907.1:Rnf145 21
11033	ENSMUST00000184554.7	chr19_19405637_19405936_+@GATAD2A_ENSMUST00000116463.3:Gatad2a	136	145	586	595	10	0.9	37	126	30	576	30	0.8	-11.5	2.75e-06	4.98e-05	chr19_19405637_19405936_+@GATAD2A_ENSMUST00000116463.3:Gatad2a 136
11034	ENSMUST00000184554.7	chr2_37671657_37671819_-@CDC42EP3_ENSMUST00000068958.8:Cdc42ep3	103	115	777	789	13	0.76923	41	90	39	764	39	0.83333	-11.5	0.00847	0.0161	chr2_37671657_37671819_-@CDC42EP3_ENSMUST00000068958.8:Cdc42ep3 103
11035	ENSMUST00000184554.7	chr8_144462713_144463012_-@CYHR1_ENSMUST00000229524.1:Cyhr1	72	89	877	894	18	0.83333	47	54	54	859	54	0.85185	-11.49	3.9e-07	1.29e-05	chr8_144462713_144463012_-@CYHR1_ENSMUST00000229524.1:Cyhr1 72
11036	ENSMUST00000184554.7	chr19_46346873_46347055_+@PPP5C_ENSMUST00000156366.7:Ppp5c	91	110	653	672	20	0.65	36	71	60	633	60	0.75833	-11.49	2.85e-05	0.000251	chr19_46346873_46347055_+@PPP5C_ENSMUST00000156366.7:Ppp5c 91
11037	ENSMUST00000184554.7	chr11_65861237_65861536_-@CFL1_ENSMUST00000209469.1:Cfl1	30	51	847	868	22	0.77273	50	8	66	825	66	0.74242	-11.49	7.98e-05	0.000493	chr11_65861237_65861536_-@CFL1_ENSMUST00000209469.1:Cfl1 30
11038	ENSMUST00000184554.7	chr14_93184998_93185168_+@TMEM251_ENSMUST00000057416.7:Tmem251	180	192	253	265	13	0.76923	36	167	39	240	39	0.69231	-11.49	0.000347	0.00144	chr14_93184998_93185168_+@TMEM251_ENSMUST00000057416.7:Tmem251 180
11039	ENSMUST00000184554.7	chr9_130043194_130043369_-@FNBP1_ENSMUST00000113562.8:Fnbp1	10	31	555	576	22	0.72727	38	1	53	533	66	0.76471	-11.49	1.53e-05	0.00016	chr9_130043194_130043369_-@FNBP1_ENSMUST00000113562.8:Fnbp1 10
11040	ENSMUST00000184554.7	chr18_10454648_10454809_+@APCDD1_ENSMUST00000237428.1:Apcdd1	103	113	171	181	11	0.81818	36	92	33	160	33	0.75758	-11.49	0.000763	0.00263	chr18_10454648_10454809_+@APCDD1_ENSMUST00000237428.1:Apcdd1 103
11041	ENSMUST00000184554.7	chr16_29806225_29806408_+@MVP_ENSMUST00000205461.1:Maz	180	200	327	347	21	0.66667	49	159	63	306	63	0.7381	-11.48	3.24e-05	0.000273	chr16_29806225_29806408_+@MVP_ENSMUST00000205461.1:Maz 180
11042	ENSMUST00000184554.7	chr16_29806512_29806678_+@MAZ_ENSMUST00000032916.5:Maz	180	200	447	467	21	0.66667	49	159	63	426	63	0.7381	-11.48	0.00017	0.000872	chr16_29806512_29806678_+@MAZ_ENSMUST00000032916.5:Maz 180
11043	ENSMUST00000184554.7	chr3_124887558_124887644_-@ITGB5_ENSMUST00000115028.10:Itgb5	27	39	446	458	13	0.92308	40	14	39	433	39	0.80769	-11.48	8.53e-05	0.000515	chr3_124887558_124887644_-@ITGB5_ENSMUST00000115028.10:Itgb5 27
11044	ENSMUST00000184554.7	chr3_12663967_12664266_-@RAF1_ENSMUST00000000451.13:Raf1	88	101	919	932	14	0.78571	36	74	42	905	42	0.75	-11.48	0.000498	0.00189	chr3_12663967_12664266_-@RAF1_ENSMUST00000000451.13:Raf1 88
11045	ENSMUST00000184554.7	chrX_38327523_38327684_-@RPGR_ENSMUST00000124744.1:Rpgr	169	194	488	513	26	0.73077	38	143	78	462	78	0.58333	-11.48	0.00105	0.00332	chrX_38327523_38327684_-@RPGR_ENSMUST00000124744.1:Rpgr 169
11046	ENSMUST00000184554.7	chr3_124887364_124887557_-@ITGB5_ENSMUST00000069345.5:Itgb5	27	39	434	446	13	0.92308	40	14	39	421	39	0.80769	-11.48	7.44e-05	0.000479	chr3_124887364_124887557_-@ITGB5_ENSMUST00000069345.5:Itgb5 27
11047	ENSMUST00000184554.7	chr16_85799676_85799707_+@COX4I1_ENSMUST00000181795.1:Cox4i1	20	37	233	250	18	0.77778	51	2	54	215	54	0.81481	-11.47	3.76e-07	1.29e-05	chr16_85799676_85799707_+@COX4I1_ENSMUST00000181795.1:Cox4i1 20
11048	ENSMUST00000184554.7	chr9_133418027_133418191_-@REXO4_ENSMUST00000128401.1:Rexo4	164	189	819	844	26	0.69231	38	138	78	793	78	0.64744	-11.47	0.000417	0.00165	chr9_133418027_133418191_-@REXO4_ENSMUST00000128401.1:Rexo4 164
11049	ENSMUST00000184554.7	chr3_12841396_12841682_-@RPL32_ENSMUST00000081840.5:Rpl32	98	109	555	566	12	0.83333	40	86	36	543	36	0.73611	-11.47	0.002	0.00519	chr3_12841396_12841682_-@RPL32_ENSMUST00000081840.5:Rpl32 98
11050	ENSMUST00000184554.7	chr17_61399496_61399770_-@RP11-332H18.4_ENSMUST00000000095.6:Tbx2	87	97	348	358	11	0.81818	36	76	33	337	33	0.72727	-11.46	0.00484	0.0106	chr17_61399496_61399770_-@RP11-332H18.4_ENSMUST00000000095.6:Tbx2 87
11051	ENSMUST00000184554.7	chr19_15332508_15332688_-@BRD4_ENSMUST00000127893.7:Brd4	36	45	663	672	10	1	38	26	30	653	30	0.81667	-11.46	2.2e-06	4.49e-05	chr19_15332508_15332688_-@BRD4_ENSMUST00000127893.7:Brd4 36
11052	ENSMUST00000184554.7	chr2_156342277_156342465_-@NR4A2_ENSMUST00000112629.7:Nr4a2	122	143	684	705	22	0.59091	36	100	66	662	66	0.72727	-11.45	0.000296	0.00129	chr2_156342277_156342465_-@NR4A2_ENSMUST00000112629.7:Nr4a2 122
11053	ENSMUST00000184554.7	chr16_2009617_2009790_-@ZNF598_ENSMUST00000047179.6:Zfp598	57	75	67	85	19	0.78947	48	38	57	48	57	0.79825	-11.45	0.00107	0.00334	chr16_2009617_2009790_-@ZNF598_ENSMUST00000047179.6:Zfp598 57
11054	ENSMUST00000184554.7	chr1_116373053_116373223_+@ATP1A1_ENSMUST00000036493.7:Atp1a1	68	94	896	922	27	0.66667	58	41	81	869	81	0.83333	-11.43	0.000107	0.000629	chr1_116373053_116373223_+@ATP1A1_ENSMUST00000036493.7:Atp1a1 68
11055	ENSMUST00000184554.7	chr10_118342170_118342469_-@FAM204A_ENSMUST00000235995.1:Fam204a	79	94	882	897	16	0.8125	39	63	48	866	48	0.80208	-11.43	0.00542	0.0115	chr10_118342170_118342469_-@FAM204A_ENSMUST00000235995.1:Fam204a 79
11056	ENSMUST00000184554.7	chr6_150865560_150865859_+@MTHFD1L_ENSMUST00000043735.7:Mthfd1l	88	114	157	183	27	0.66667	44	61	81	130	81	0.78395	-11.43	0.00491	0.0107	chr6_150865560_150865859_+@MTHFD1L_ENSMUST00000043735.7:Mthfd1l 88
11057	ENSMUST00000184554.7	chr2_200811760_200812059_+@BZW1_ENSMUST00000188630.6:Bzw1	129	142	292	305	14	0.85714	48	115	42	278	42	0.7381	-11.42	1.41e-07	6.49e-06	chr2_200811760_200812059_+@BZW1_ENSMUST00000188630.6:Bzw1 129
11058	ENSMUST00000184554.7	chr11_118925776_118926075_-@BCL9L_ENSMUST00000217898.1:Bcl9l	102	111	430	439	10	1	38	92	30	420	30	0.76667	-11.42	0.00505	0.0109	chr11_118925776_118926075_-@BCL9L_ENSMUST00000217898.1:Bcl9l 102
